Product,Date,Time,SN,MAC,Result,Filename
TN-86_PICO-IMX7,2026-01-07,11:35:06,513126020297,001F7B6BD210_001F7B6BD211,PASS,20260107_113506_513126020297_001F7B6BD210_001F7B6BD211_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:36:10,513126020289,001F7B6BD200_001F7B6BD201,PASS,20260107_113610_513126020289_001F7B6BD200_001F7B6BD201_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:36:44,513126020101,001F7B6BD088_001F7B6BD089,PASS,20260107_113644_513126020101_001F7B6BD088_001F7B6BD089_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:41:04,513126020291,001F7B6BD204_001F7B6BD205,PASS,20260107_114104_513126020291_001F7B6BD204_001F7B6BD205_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:41:28,513126020103,001F7B6BD08C_001F7B6BD08D,PASS,20260107_114128_513126020103_001F7B6BD08C_001F7B6BD08D_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:46:17,513126020283,001F7B6BD1F4_001F7B6BD1F5,PASS,20260107_114617_513126020283_001F7B6BD1F4_001F7B6BD1F5_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:46:47,513126020285,001F7B6BD1F8_001F7B6BD1F9,PASS,20260107_114647_513126020285_001F7B6BD1F8_001F7B6BD1F9_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:49:17,513126020280,001F7B6BD1EE_001F7B6BD1EF,PASS,20260107_114917_513126020280_001F7B6BD1EE_001F7B6BD1EF_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:51:34,513126020125,001F7B6BD0B8_001F7B6BD0B9,PASS,20260107_115134_513126020125_001F7B6BD0B8_001F7B6BD0B9_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:55:20,513126020281,001F7B6BD1F0_001F7B6BD1F1,PASS,20260107_115520_513126020281_001F7B6BD1F0_001F7B6BD1F1_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:55:35,513126020284,001F7B6BD1F6_001F7B6BD1F7,PASS,20260107_115535_513126020284_001F7B6BD1F6_001F7B6BD1F7_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:56:00,513126020253,001F7B6BD1B8_001F7B6BD1B9,PASS,20260107_115600_513126020253_001F7B6BD1B8_001F7B6BD1B9_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:56:43,513126020279,001F7B6BD1EC_001F7B6BD1ED,PASS,20260107_115643_513126020279_001F7B6BD1EC_001F7B6BD1ED_PASS.txt
TN-86_PICO-IMX7,2026-01-07,11:57:45,513126020177,001F7B6BD120_001F7B6BD121,PASS,20260107_115745_513126020177_001F7B6BD120_001F7B6BD121_PASS.txt
TN-86_PICO-IMX7,2026-01-07,12:00:30,513126020290,001F7B6BD202_001F7B6BD203,PASS,20260107_120030_513126020290_001F7B6BD202_001F7B6BD203_PASS.txt
TN-86_PICO-IMX7,2026-01-07,12:50:29,513126020287,001F7B6BD1FC_001F7B6BD1FD,PASS,20260107_125029_513126020287_001F7B6BD1FC_001F7B6BD1FD_PASS.txt
TN-86_PICO-IMX7,2026-01-07,12:50:45,513126020278,001F7B6BD1EA_001F7B6BD1EB,PASS,20260107_125045_513126020278_001F7B6BD1EA_001F7B6BD1EB_PASS.txt
